((word,word:1483322892902,1483322892902,1483326835582,3942680,6969),1483326840165,-3947263)
((word,word:1483326839997,1483326839997,1483326840002,5,12),1483326846175,-6178)
((word,word:1483326846050,1483326846050,1483326846054,4,12),1483326852386,-6336)
((word,word:1483326852149,1483326852149,1483326852154,5,12),1483326858394,-6245)
((word,word:1483326858202,1483326858202,1483326858206,4,12),1483326864407,-6205)
((word,word:1483326864298,1483326864298,1483326864302,4,12),1483326870521,-6223)
((word,word:1483326870353,1483326870353,1483326870357,4,12),1483326876530,-6177)
((word,word:1483326876408,1483326876408,1483326876412,4,12),1483326882542,-6134)
((word,word:1483326882495,1483326882495,1483326882499,4,11),1483326888152,-5657)
((word,word:1483326888040,1483326888040,1483326888043,3,12),1483326894163,-6123)
((word,word:1483326894089,1483326894089,1483326894094,5,12),1483326900376,-6287)
((word,word:1483326900141,1483326900141,1483326900145,4,12),1483326906388,-6247)
((word,word:1483326906196,1483326906196,1483326906201,5,12),1483326912400,-6204)
((word,word:1483326912290,1483326912290,1483326912294,4,12),1483326918413,-6123)
((word,word:1483326918337,1483326918337,1483326918341,4,12),1483326924626,-6289)
((word,word:1483326924388,1483326924388,1483326924392,4,12),1483326930638,-6250)
((word,word:1483326930446,1483326930446,1483326930449,3,12),1483326936650,-6204)
((word,word:1483326936496,1483326936496,1483326936500,4,11),1483326942262,-5766)
((word,word:1483326942177,1483326942177,1483326942181,4,12),1483326948473,-6296)
((word,word:1483326948230,1483326948230,1483326948234,4,12),1483326954485,-6255)
((word,word:1483326954304,1483326954304,1483326954307,3,12),1483326960496,-6192)
((word,word:1483326960396,1483326960396,1483326960404,8,12),1483326966707,-6311)
((word,word:1483326966474,1483326966474,1483326966478,4,11),1483326972218,-5744)
((word,word:1483326972055,1483326972055,1483326972059,4,12),1483326978230,-6175)
((word,word:1483326978108,1483326978108,1483326978112,4,12),1483326984242,-6134)
((word,word:1483326984169,1483326984169,1483326984173,4,12),1483326990255,-6086)
((word,word:1483326990228,1483326990228,1483326990231,3,12),1483326996468,-6240)
((word,word:1483326996276,1483326996276,1483326996279,3,12),1483327002480,-6204)
((word,word:1483327002440,1483327002440,1483327002444,4,12),1483327008693,-6253)
((word,word:1483327008493,1483327008493,1483327008497,4,11),1483327014104,-5611)
((word,word:1483327014045,1483327014045,1483327014049,4,12),1483327020315,-6270)
((word,word:1483327020134,1483327020134,1483327020139,5,12),1483327026328,-6194)
((word,word:1483327026186,1483327026186,1483327026190,4,12),1483327032341,-6155)
((word,word:1483327032278,1483327032278,1483327032282,4,12),1483327038552,-6274)
((word,word:1483327038330,1483327038330,1483327038334,4,12),1483327044562,-6232)
((word,word:1483327044379,1483327044379,1483327044383,4,12),1483327050574,-6195)
((word,word:1483327050431,1483327050431,1483327050435,4,12),1483327056587,-6156)
((word,word:1483327056485,1483327056485,1483327056489,4,11),1483327062197,-5712)
((word,word:1483327062072,1483327062072,1483327062076,4,12),1483327068209,-6137)
((word,word:1483327068130,1483327068130,1483327068134,4,12),1483327074421,-6291)
((word,word:1483327074200,1483327074200,1483327074204,4,12),1483327080432,-6232)
((word,word:1483327080255,1483327080255,1483327080259,4,12),1483327086442,-6187)
((word,word:1483327086304,1483327086304,1483327086308,4,12),1483327092652,-6348)
((word,word:1483327092392,1483327092392,1483327092397,5,12),1483327098660,-6268)
((word,word:1483327098443,1483327098443,1483327098447,4,12),1483327104670,-6227)
((word,word:1483327104496,1483327104496,1483327104500,4,11),1483327110180,-5684)
((word,word:1483327110041,1483327110041,1483327110044,3,12),1483327116191,-6150)
((word,word:1483327116087,1483327116087,1483327116090,3,12),1483327122203,-6116)
((word,word:1483327122178,1483327122178,1483327122181,3,12),1483327128415,-6237)
((word,word:1483327128230,1483327128230,1483327128233,3,12),1483327134425,-6195)
((word,word:1483327134288,1483327134288,1483327134292,4,12),1483327140434,-6146)
((word,word:1483327140340,1483327140340,1483327140344,4,12),1483327146444,-6104)
((word,word:1483327146392,1483327146392,1483327146396,4,12),1483327152652,-6260)
((word,word:1483327152479,1483327152479,1483327152483,4,11),1483327158260,-5781)
((word,word:1483327158026,1483327158026,1483327158030,4,12),1483327164270,-6244)
((word,word:1483327164076,1483327164076,1483327164079,3,12),1483327170282,-6206)
