((frenchpolynesia,FrenchPolynesia:1483677102099,1483677102099,1483677129252,27153,130),1483677180119,-78020)
((benin,Benin:1483677102434,1483677102434,1483677129279,26845,129),1483677180119,-77685)
((marshallislands,MarshallIslands:1483677102214,1483677102214,1483677129262,27048,130),1483677180119,-77905)
((koreasouth,KoreaSouth:1483677102176,1483677102176,1483677129259,27083,130),1483677180119,-77943)
((zambia,Zambia:1483677102415,1483677102415,1483677129277,26862,128),1483677180119,-77704)
((reunion,Reunion:1483677102276,1483677102276,1483677129267,26991,129),1483677180119,-77843)
((uzbekistan,Uzbekistan:1483677102399,1483677102399,1483677129275,26876,128),1483677180119,-77720)
((greenland,Greenland:1483677102115,1483677102115,1483677129254,27139,130),1483677180119,-78004)
((serbia,Serbia:1483677102300,1483677102300,1483677129269,26969,129),1483677180118,-77818)
((trinidadtobago,TrinidadTobago:1483677102379,1483677102379,1483677129273,26894,128),1483677180119,-77740)
((pakistan,Pakistan:1483677102257,1483677102257,1483677129265,27008,129),1483677180119,-77862)
((guernsey,Guernsey:1483677102124,1483677102124,1483677129255,27131,130),1483677180118,-77994)
((frenchguiana,FrenchGuiana:1483677102097,1483677102097,1483677129252,27155,130),1483677180119,-78022)
((unitedkingdom,UnitedKingdom:1483677102394,1483677102394,1483677129274,26880,128),1483677180121,-77727)
((maldives,Maldives:1483677102204,1483677102204,1483677129261,27057,130),1483677180121,-77917)
((malta,Malta:1483677102207,1483677102207,1483677129261,27054,130),1483677180119,-77912)
((afghanistan,Afghanistan:1483677102419,1483677102419,1483677129277,26858,129),1483677180120,-77701)
((fiji,Fiji:1483677102092,1483677102092,1483677129251,27159,130),1483677180118,-78026)
((italy,Italy:1483677102154,1483677102154,1483677129258,27104,130),1483677180121,-77967)
((jordan,Jordan:1483677102161,1483677102161,1483677129258,27097,130),1483677180118,-77957)
((unitedstates,UnitedStates:1483677102396,1483677102396,1483677129274,26878,128),1483677180121,-77725)
((peru,Peru:1483677102266,1483677102266,1483677129266,27000,129),1483677180118,-77852)
((germany,Germany:1483677102108,1483677102108,1483677129253,27145,130),1483677180118,-78010)
((dominica,Dominica:1483677102499,1483677102499,1483677129286,26787,129),1483677180120,-77621)
((niger,Niger:1483677102249,1483677102249,1483677129264,27015,129),1483677180119,-77870)
((caymanislands,CaymanIslands:1483677102466,1483677102466,1483677129283,26817,129),1483677180119,-77653)
((nicaragua,Nicaragua:1483677102247,1483677102247,1483677129264,27017,129),1483677180118,-77871)
((sweden,Sweden:1483677102364,1483677102364,1483677129271,26907,128),1483677180120,-77756)
((swaziland,Swaziland:1483677102363,1483677102363,1483677129271,26908,128),1483677180118,-77755)
((egypt,Egypt:1483677102506,1483677102506,1483677129287,26781,129),1483677180120,-77614)
((virginislands,VirginIslands:1483677102406,1483677102406,1483677129276,26870,128),1483677180120,-77714)
((vanuatu,Vanuatu:1483677102401,1483677102401,1483677129275,26874,128),1483677180122,-77721)
((senegal,Senegal:1483677102298,1483677102298,1483677129269,26971,129),1483677180118,-77820)
((oman,Oman:1483677102255,1483677102255,1483677129265,27010,129),1483677180119,-77864)
((canada,Canada:1483677102463,1483677102463,1483677129282,26819,129),1483677180119,-77656)
((georgia,Georgia:1483677102106,1483677102106,1483677129253,27147,130),1483677180119,-78013)
((westbank,WestBank:1483677102410,1483677102410,1483677129276,26866,128),1483677180121,-77711)
((mauritius,Mauritius:1483677102219,1483677102219,1483677129262,27043,130),1483677180118,-77899)
((netherlandsantilles,NetherlandsAntilles:1483677102242,1483677102242,1483677129264,27022,129),1483677180119,-77877)
((jersey,Jersey:1483677102159,1483677102159,1483677129258,27099,130),1483677180119,-77960)
((samoa,Samoa:1483677102292,1483677102292,1483677129268,26976,129),1483677180119,-77827)
((madagascar,Madagascar:1483677102199,1483677102199,1483677129261,27062,130),1483677180118,-77919)
((qatar,Qatar:1483677102274,1483677102274,1483677129266,26992,129),1483677180119,-77845)
((ukraine,Ukraine:1483677102391,1483677102391,1483677129274,26883,128),1483677180119,-77728)
((chile,Chile:1483677102471,1483677102471,1483677129283,26812,129),1483677180119,-77648)
((cameroon,Cameroon:1483677102461,1483677102461,1483677129282,26821,129),1483677180119,-77658)
((slovakia,Slovakia:1483677102306,1483677102306,1483677129270,26964,128),1483677180119,-77813)
((ghana,Ghana:1483677102110,1483677102110,1483677129253,27143,130),1483677180118,-78008)
((westernsahara,WesternSahara:1483677102412,1483677102412,1483677129276,26864,128),1483677180119,-77707)
((burkinafaso,BurkinaFaso:1483677102454,1483677102454,1483677129281,26827,129),1483677180120,-77666)
((togo,Togo:1483677102376,1483677102376,1483677129273,26897,128),1483677180118,-77743)
((srilanka,SriLanka:1483677102315,1483677102315,1483677129271,26956,128),1483677180118,-77803)
((lithuania,Lithuania:1483677102192,1483677102192,1483677129260,27068,130),1483677180119,-77927)
((hungary,Hungary:1483677102137,1483677102137,1483677129256,27119,130),1483677180118,-77981)
((namibia,Namibia:1483677102235,1483677102235,1483677129263,27028,129),1483677180121,-77886)
((paraguay,Paraguay:1483677102264,1483677102264,1483677129265,27001,129),1483677180121,-77857)
((saudiarabia,SaudiArabia:1483677102297,1483677102297,1483677129269,26972,129),1483677180119,-77822)
((grenada,Grenada:1483677102117,1483677102117,1483677129254,27137,130),1483677180119,-78002)
((honduras,Honduras:1483677102133,1483677102133,1483677129256,27123,130),1483677180118,-77985)
((capeverde,CapeVerde:1483677102464,1483677102464,1483677129283,26819,129),1483677180120,-77656)
((unitedarabemirates,UnitedArabEmirates:1483677102392,1483677102392,1483677129274,26882,128),1483677180119,-77727)
((congorepubofthe,CongoRepubofthe:1483677102481,1483677102481,1483677129284,26803,129),1483677180119,-77638)
((newcaledonia,NewCaledonia:1483677102244,1483677102244,1483677129264,27020,129),1483677180118,-77874)
((turkscaicosis,TurksCaicosIs:1483677102385,1483677102385,1483677129273,26888,128),1483677180118,-77733)
((martinique,Martinique:1483677102216,1483677102216,1483677129262,27046,130),1483677180119,-77903)
((faroeislands,FaroeIslands:1483677102517,1483677102517,1483677129287,26770,129),1483677180121,-77604)
((bhutan,Bhutan:1483677102438,1483677102438,1483677129280,26842,129),1483677180119,-77681)
((easttimor,EastTimor:1483677102502,1483677102502,1483677129287,26785,129),1483677180119,-77617)
((brazil,Brazil:1483677102446,1483677102446,1483677129280,26834,129),1483677180120,-77674)
((zimbabwe,Zimbabwe:1483677102417,1483677102417,1483677129277,26860,128),1483677180119,-77702)
((greece,Greece:1483677102113,1483677102113,1483677129253,27140,130),1483677180118,-78005)
((sudan,Sudan:1483677102317,1483677102317,1483677129271,26954,128),1483677180119,-77802)
((malawi,Malawi:1483677102200,1483677102200,1483677129261,27061,130),1483677180119,-77919)
((lebanon,Lebanon:1483677102184,1483677102184,1483677129260,27076,130),1483677180119,-77935)
((elsalvador,ElSalvador:1483677102508,1483677102508,1483677129287,26779,129),1483677180118,-77610)
((belarus,Belarus:1483677102428,1483677102428,1483677129278,26850,129),1483677180119,-77691)
((tajikistan,Tajikistan:1483677102371,1483677102371,1483677129272,26901,128),1483677180118,-77747)
((turkmenistan,Turkmenistan:1483677102384,1483677102384,1483677129273,26889,128),1483677180118,-77734)
((macau,Macau:1483677102195,1483677102195,1483677129260,27065,130),1483677180119,-77924)
((ethiopia,Ethiopia:1483677102515,1483677102515,1483677129287,26772,129),1483677180120,-77605)
((chad,Chad:1483677102470,1483677102470,1483677129283,26813,129),1483677180118,-77648)
((cotedivoire,CotedIvoire:1483677102486,1483677102486,1483677129285,26799,129),1483677180120,-77634)
((cuba,Cuba:1483677102490,1483677102490,1483677129285,26795,129),1483677180118,-77628)
((czechrepublic,CzechRepublic:1483677102493,1483677102493,1483677129286,26793,129),1483677180119,-77626)
((guinea,Guinea:1483677102125,1483677102125,1483677129255,27130,130),1483677180119,-77994)
((iceland,Iceland:1483677102139,1483677102139,1483677129256,27117,130),1483677180120,-77981)
((hongkong,HongKong:1483677102135,1483677102135,1483677129256,27121,130),1483677180121,-77986)
((saintvincentandthegrenadines,SaintVincentandtheGrenadines:1483677102290,1483677102290,1483677129268,26978,129),1483677180119,-77829)
((denmark,Denmark:1483677102495,1483677102495,1483677129286,26791,129),1483677180118,-77623)
((newzealand,NewZealand:1483677102245,1483677102245,1483677129264,27019,129),1483677180118,-77873)
((portugal,Portugal:1483677102271,1483677102271,1483677129266,26995,129),1483677180119,-77848)
((tunisia,Tunisia:1483677102381,1483677102381,1483677129273,26892,128),1483677180119,-77738)
((china,China:1483677102473,1483677102473,1483677129284,26811,129),1483677180120,-77647)
((botswana,Botswana:1483677102444,1483677102444,1483677129280,26836,129),1483677180119,-77675)
((nepal,Nepal:1483677102239,1483677102239,1483677129263,27024,129),1483677180119,-77880)
((norway,Norway:1483677102254,1483677102254,1483677129265,27011,129),1483677180119,-77865)
((spain,Spain:1483677102314,1483677102314,1483677129271,26957,128),1483677180120,-77806)
((finland,Finland:1483677102093,1483677102093,1483677129252,27159,130),1483677180119,-78026)
((uruguay,Uruguay:1483677102397,1483677102397,1483677129275,26878,128),1483677180119,-77722)
((sierraleone,SierraLeone:1483677102303,1483677102303,1483677129270,26967,128),1483677180120,-77817)
((russia,Russia:1483677102280,1483677102280,1483677129267,26987,129),1483677180118,-77838)
((guineabissau,GuineaBissau:1483677102127,1483677102127,1483677129255,27128,130),1483677180119,-77992)
((lesotho,Lesotho:1483677102186,1483677102186,1483677129260,27074,130),1483677180121,-77935)
((kuwait,Kuwait:1483677102178,1483677102178,1483677129259,27081,130),1483677180122,-77944)
((tuvalu,Tuvalu:1483677102387,1483677102387,1483677129273,26886,128),1483677180118,-77731)
((guadeloupe,Guadeloupe:1483677102119,1483677102119,1483677129254,27135,130),1483677180119,-78000)
((malaysia,Malaysia:1483677102202,1483677102202,1483677129261,27059,130),1483677180120,-77918)
((papuanewguinea,PapuaNewGuinea:1483677102262,1483677102262,1483677129265,27003,129),1483677180120,-77858)
((liechtenstein,Liechtenstein:1483677102190,1483677102190,1483677129260,27070,130),1483677180119,-77929)
((saintkittsnevis,SaintKittsNevis:1483677102285,1483677102285,1483677129268,26983,129),1483677180119,-77834)
((montserrat,Montserrat:1483677102230,1483677102230,1483677129263,27033,129),1483677180119,-77889)
((solomonislands,SolomonIslands:1483677102309,1483677102309,1483677129270,26961,128),1483677180120,-77811)
((ireland,Ireland:1483677102148,1483677102148,1483677129257,27109,130),1483677180119,-77971)
((panama,Panama:1483677102260,1483677102260,1483677129265,27005,129),1483677180121,-77861)
((centralafricanrep,CentralAfricanRep:1483677102468,1483677102468,1483677129283,26815,129),1483677180122,-77654)
((tanzania,Tanzania:1483677102373,1483677102373,1483677129272,26899,128),1483677180122,-77749)
((syria,Syria:1483677102368,1483677102368,1483677129272,26904,128),1483677180119,-77751)
((thailand,Thailand:1483677102374,1483677102374,1483677129272,26898,128),1483677180119,-77745)
((wallisandfutuna,WallisandFutuna:1483677102408,1483677102408,1483677129276,26868,128),1483677180119,-77711)
((romania,Romania:1483677102278,1483677102278,1483677129267,26989,129),1483677180118,-77840)
((colombia,Colombia:1483677102475,1483677102475,1483677129284,26809,129),1483677180120,-77645)
((palau,Palau:1483677102259,1483677102259,1483677129265,27006,129),1483677180119,-77860)
((albania,Albania:1483677102421,1483677102421,1483677129277,26856,129),1483677180121,-77700)
((saotomeprincipe,SaoTomePrincipe:1483677102295,1483677102295,1483677129269,26974,129),1483677180118,-77823)
((bulgaria,Bulgaria:1483677102452,1483677102452,1483677129281,26829,129),1483677180118,-77666)
((jamaica,Jamaica:1483677102156,1483677102156,1483677129258,27102,130),1483677180119,-77963)
((bosniaherzegovina,BosniaHerzegovina:1483677102442,1483677102442,1483677129280,26838,129),1483677180119,-77677)
((gazastrip,GazaStrip:1483677102105,1483677102105,1483677129253,27148,130),1483677180118,-78013)
((mayotte,Mayotte:1483677102221,1483677102221,1483677129262,27041,130),1483677180119,-77898)
((sanmarino,SanMarino:1483677102294,1483677102294,1483677129269,26975,129),1483677180121,-77827)
((liberia,Liberia:1483677102187,1483677102187,1483677129260,27073,130),1483677180118,-77931)
((mexico,Mexico:1483677102222,1483677102222,1483677129262,27040,130),1483677180120,-77898)
((britishvirginis,BritishVirginIs:1483677102448,1483677102448,1483677129281,26833,129),1483677180119,-77671)
((nigeria,Nigeria:1483677102250,1483677102250,1483677129264,27014,129),1483677180119,-77869)
((uganda,Uganda:1483677102389,1483677102389,1483677129273,26885,128),1483677180121,-77732)
((mozambique,Mozambique:1483677102234,1483677102234,1483677129263,27029,129),1483677180118,-77884)
((saintlucia,SaintLucia:1483677102287,1483677102287,1483677129268,26981,129),1483677180119,-77832)
((bangladesh,Bangladesh:1483677102424,1483677102424,1483677129278,26854,129),1483677180120,-77696)
((seychelles,Seychelles:1483677102301,1483677102301,1483677129269,26968,129),1483677180122,-77821)
((venezuela,Venezuela:1483677102403,1483677102403,1483677129275,26872,128),1483677180119,-77716)
